Datetime,open,high,low,close,volume,rsi_14,macd_12_26,macd_signal_9,macd_diff,bb_high_20,bb_low_20,bb_mid_20,bb_width_20,atr_14,ema_9,ema_21,ema_50,body_size,upper_wick,lower_wick,total_range,body_ratio,upper_wick_ratio,lower_wick_ratio,candle_direction,gap,rolling_vol_5,rolling_vol_10,volume_ratio_5
2025-12-02 13:35:00,490.0050048828125,490.1499938964844,489.760009765625,489.8699951171875,69773,39.97390084543915,-0.19270000128346965,0.08198622213556213,-0.27468622341903176,493.44874922368183,489.1721492138182,491.31044921875,4.276600009863614,0.6912482159974384,490.41912777400177,490.7896175556635,490.323482946528,0.135009765625,0.144989013671875,0.1099853515625,0.389984130859375,0.3461929639689717,0.37178182003087357,0.2820251903580864,-1,0.0150146484375,0.191649109418656,0.5080345186166656,0.9576205586541793
2025-12-02 13:40:00,489.8399963378906,490.12939453125,489.7101135253906,489.989990234375,56196,41.53668549127771,-0.22598262519682066,0.02039245266908557,-0.24637507786590623,493.4663902647176,489.0380073182903,491.25219879150393,4.428382946427291,0.6718219867018623,490.33330026607644,490.71692416281905,490.3104048009534,0.149993896484375,0.139404296875,0.1298828125,0.419281005859375,0.3577407295127388,0.33248416122364,0.3097750854132688,1,-0.029998779296875,0.13084652930418925,0.32444374730327297,0.7840609434513995
2025-12-02 13:45:00,489.9450073242188,490.010009765625,489.739990234375,489.9599914550781,53191,41.24756291831212,-0.2518765194865864,-0.03406134176204883,-0.21781517772453757,493.48819449938304,488.9332013746404,491.21069793701173,4.554993124742623,0.6431218113124436,490.2586385038768,490.648112098479,490.29666310111514,0.014984130859318157,0.050018310546875,0.20501708984380684,0.27001953125,0.05549276467159451,0.18523959530975243,0.7592676029842964,1,-0.04498291015619316,0.07874042761190488,0.325739253834573,0.7761483686451912
2025-12-02 13:50:00,489.9679870605469,490.322509765625,489.8200073242188,490.2999877929688,50320,45.84820413295002,-0.242171155927565,-0.07568330459515207,-0.16648785133241292,493.45513522490256,488.8432595504881,491.1491973876953,4.6118756744144775,0.6330775706048543,490.2669083616952,490.6164644343417,490.2967934811878,0.33200073242193184,0.022521972656193157,0.14797973632806816,0.5025024414061932,0.6606947518223392,0.0448196274329968,0.29448560084426356,1,0.00799560546875,0.16300077213560638,0.221636089514121,0.8236461071589737
2025-12-02 13:55:00,490.2749938964844,490.3800048828125,489.8132934570313,490.1099853515625,50139,43.7847946490216,-0.24696434326932604,-0.10993951232998687,-0.13702483093933915,493.3400726665847,488.74931026798555,491.04469146728513,4.590762398599168,0.6283371316888785,490.2355237596687,490.57042088136177,490.2894676721829,0.165008544921875,0.105010986328125,0.29669189453119316,0.5667114257811932,0.2911685462891994,0.18529886587407715,0.5235325701910587,-1,-0.024993896484431843,0.16591881004889666,0.16265157076942618,0.8965592466890847
2025-12-02 14:00:00,490.114990234375,490.489990234375,489.8800048828125,490.4100036621094,47429,47.78114625115079,-0.2239721964049295,-0.1327460491449754,-0.0912261472599541,493.11205276807254,488.74958968798217,490.93082122802736,4.362463080090379,0.62702629025128,490.27041974015685,490.55583749779333,490.29419457374865,0.295013427734375,0.079986572265625,0.2349853515625,0.6099853515625,0.48364017618174837,0.13112867505662176,0.38523113236779377,1,0.0050048828125,0.19578439568021203,0.18439184550197366,0.9217568749390882
2025-12-02 14:05:00,490.4400024414063,490.6799011230469,490.1600036621094,490.1950073242188,66159,45.29607716991496,-0.22055672144085747,-0.15030818360415182,-0.07024853783670565,492.71300522613143,488.84713881683734,490.7800720214844,3.8658664092940853,0.6193742310145814,490.25533725696926,490.52303475474105,490.29030487768864,0.2449951171875,0.23989868164056816,0.03500366210943184,0.5198974609375,0.4712373706025439,0.4614346001875585,0.06732800997533578,-1,0.029998779296931843,0.17299242610954543,0.16819686641170298,1.237829200936761
2025-12-02 14:10:00,490.1900024414063,490.4525146484375,490.0799865722656,490.25,78032,46.068724075394215,-0.21098043248719023,-0.1624426333807595,-0.04853779910643072,492.3737351051373,488.93640893783146,490.6550720214844,3.437326167305855,0.6017423628115309,490.25426980557546,490.49821341340095,490.2887242942499,0.05999755859369316,0.2025146484375,0.11001586914068184,0.372528076171875,0.16105512797768437,0.5436224970808372,0.2953223480978648,1,-0.0050048828125,0.11256480652036517,0.17055847083231956,1.3358029848086759
2025-12-02 14:15:00,490.25,490.3262939453125,489.55999755859375,489.6099853515625,85797,39.140001366279876,-0.25212860617386923,-0.18037982793938145,-0.07174877823448778,492.01097016820097,488.9941720437131,490.50257110595703,3.0167981244878774,0.6134962216620465,490.1254129147729,490.4174654077793,490.26210708081123,0.6400146484375,0.0762939453125,0.04998779296875,0.76629638671875,0.8352050866714454,0.09956192621965543,0.06523297405911824,-1,0.0,0.30278634148417644,0.23443081871088253,1.3096539217719552
2025-12-02 14:20:00,489.6099853515625,489.7099914550781,489.1449890136719,489.2999877929688,105682,36.292785825439466,-0.3062230932956709,-0.20554848101063933,-0.10067461228503155,491.6787656307635,489.01887536044745,490.3488204956055,2.6598902703160547,0.6100323802152039,489.9603278904121,490.3158765337056,490.2243769126606,0.30999755859369316,0.100006103515625,0.15499877929693184,0.56500244140625,0.5486658647624125,0.17700118515719193,0.2743329323813572,-1,0.0,0.4742659811971728,0.3385341622674774,1.3793040441241846
