Datetime,open,high,low,close,volume,rsi_14,macd_12_26,macd_signal_9,macd_diff,bb_high_20,bb_low_20,bb_mid_20,bb_width_20,atr_14,ema_9,ema_21,ema_50,body_size,upper_wick,lower_wick,total_range,body_ratio,upper_wick_ratio,lower_wick_ratio,candle_direction,gap,rolling_vol_5,rolling_vol_10,volume_ratio_5
2025-12-04 13:20:00,3235.89990234375,3237.60009765625,3233.0,3234.0,24493,44.883194270703456,-0.029414402713882737,0.6090434841464464,-0.6384578868603291,3241.75095338606,3232.3390124342527,3237.0449829101562,9.411940951807082,4.116820845159139,3235.4784336473213,3236.1188248833937,3231.7303095043662,1.89990234375,1.7001953125,1.0,4.60009765625,0.4130134796244012,0.36959982936318814,0.21738668883854376,-1,0.0,0.9833163972512718,1.0519858680281768,0.6451672382636497
2025-12-04 13:25:00,3234.0,3235.89990234375,3233.10009765625,3233.800048828125,18599,44.35162893166175,-0.18500042980849685,0.4502347013554578,-0.6352351311639546,3241.4383095391804,3232.0316611639446,3236.7349853515625,9.406648375235818,4.0227482624692,3235.1427566834823,3235.908027060187,3231.8114757523567,0.199951171875,1.89990234375,0.699951171875,2.7998046875,0.07141611415022636,0.6785838831710154,0.24999999910708057,-1,0.0,1.116643007345346,0.8956913665577543,0.5088896306793471
2025-12-04 13:30:00,3233.800048828125,3235.0,3227.0,3228.0,104776,32.3741855178351,-0.7674720050767974,0.20669336006900674,-0.9741653651458041,3241.931043512252,3230.328917425248,3236.12998046875,11.602126087003853,4.306837672292828,3233.714205346786,3235.189115509261,3231.6620061150093,5.800048828125,1.199951171875,1.0,8.0,0.7250061026093673,0.14999389629688262,0.12499999984374999,-1,0.0,3.263110650306213,2.3362849874070526,2.109969068178464
2025-12-04 13:35:00,3228.0,3232.0,3227.0,3230.60009765625,39331,40.1740467055891,-1.0076630614976239,-0.0361779242443194,-0.9714851372533044,3241.436069412416,3229.783901290709,3235.6099853515625,11.652168121707291,4.356349267129055,3233.091383808679,3234.771932068078,3231.6203626460383,2.60009765625,1.39990234375,1.0,5.0,0.520019530209961,0.2799804681900391,0.1999999996,1,0.0,3.1365225857669277,2.593737220606999,0.8719025302928277
2025-12-04 13:40:00,3230.800048828125,3231.0,3227.5,3229.300048828125,27120,37.82491679798653,-1.2880711967031857,-0.2865565787360927,-1.001514617967093,3240.8665451506113,3229.163435318139,3235.014990234375,11.703109832472364,4.2951814623341225,3232.3331168125683,3234.2744881371727,3231.529369947297,1.5,0.199951171875,1.800048828125,3.5,0.42857142734693876,0.05712890608677455,0.5142996637091438,-1,0.199951171875,2.6829076864499135,2.950212887472158,0.6327017203326274
2025-12-04 13:45:00,3229.199951171875,3231.0,3228.0,3230.800048828125,21490,42.03638201121997,-1.3734271864313996,-0.5039307002751541,-0.8694964861562455,3240.135074888022,3228.9449055807286,3234.539990234375,11.190169307293218,4.202668500738828,3232.02650321568,3233.9586300181686,3231.5007691190945,1.60009765625,0.199951171875,1.199951171875,3.0,0.5333658836387803,0.06665039040283204,0.39998372262505427,1,-0.10009765625,2.161032965448208,2.9484846338566433,0.5084801908041728
2025-12-04 13:50:00,3230.800048828125,3231.199951171875,3227.10009765625,3227.5,25670,36.22315933473589,-1.6879017038590973,-0.7407249009919428,-0.9471768028671546,3240.3984328739425,3227.7915573604323,3234.0949951171874,12.606875513510204,4.195324573230698,3231.121202572544,3233.371481834699,3231.3438762124633,3.300048828125,0.39990234375,0.39990234375,4.099853515625,0.8049187141684351,0.09754064169622673,0.09754064169622673,-1,0.0,1.4876511549080238,3.3378965516288805,0.5877181334052421
2025-12-04 13:55:00,3227.199951171875,3228.800048828125,3225.0,3225.10009765625,30696,32.683377865889085,-2.1064947269419463,-1.0138788661819436,-1.0926158607600027,3240.809674359637,3226.220330523175,3233.515002441406,14.589343836461921,4.167090591437434,3229.9169815892856,3232.619537818476,3231.0990221514353,2.099853515625,1.60009765625,0.10009765625,3.800048828125,0.5525859285169342,0.42107291890477694,0.026341149946743754,-1,-0.300048828125,2.385998485162794,3.725256912727493,1.0635658699851485
2025-12-04 14:00:00,3225.10009765625,3229.5,3225.0,3228.300048828125,35015,40.966986023770566,-2.155179825595951,-1.2421390580647451,-0.913040767531206,3240.62899538505,3225.601009497763,3233.1150024414064,15.027985887287286,4.190869834906189,3229.5935950370535,3232.226857001171,3230.9892584916975,3.199951171875,1.199951171875,0.10009765625,4.5,0.7111002588364439,0.26665581537965377,0.02224392356168017,1,0.0,2.1260153826915276,3.3796618720838585,1.2506161110352627
2025-12-04 14:05:00,3228.300048828125,3228.800048828125,3225.5,3228.300048828125,50530,40.966986023770566,-2.1687629675543576,-1.4274638399626676,-0.74129912759169,3240.032525400708,3225.20748924773,3232.620007324219,14.8250361529781,4.127239762993247,3229.3348857952683,3231.869874439985,3230.8837992892045,0.0,0.5,2.800048828125,3.300048828125,0.0,0.1515129092101821,0.8484870877595597,0,0.0,2.0420434391660356,2.7912678705377165,1.5461961677096387
